sample_id	data_type	clf_group	clf_name	feat_name	feat_value	cancer_type	data_value	rank	rank_group
Breast_TNBC	prob	dna	gen_pos			Lymphoid tissue	1.438e-07	38	3
Breast_TNBC	prob	dna	gen_pos			Mesothelium	9.908e-05	31	3
Breast_TNBC	prob	dna	gen_pos			Myeloid: Acute myeloid leukemia	1.621e-06	37	3
Breast_TNBC	prob	dna	gen_pos			Myeloid: Myeloproliferative neoplasm	0.0002491	28	3
Breast_TNBC	prob	dna	gen_pos			NET: Colorectum/Small intestine	2.955e-05	34	3
Breast_TNBC	prob	dna	gen_pos			NET: Lung	0.0002111	29	3
Breast_TNBC	prob	dna	gen_pos			NET: Pancreas	7.263e-05	33	3
Breast_TNBC	prob	dna	gen_pos			Prostate	0.0004067	21	3
Breast_TNBC	prob	dna	gen_pos			Skin: Melanoma	0.0003498	24	3
Breast_TNBC	prob	dna	gen_pos			Skin: Other	0.004935	13	3
Breast_TNBC	prob	dna	gen_pos			Thyroid gland	0.001885	15	3
Breast_TNBC	prob	dna	gen_pos			Urothelial tract	0.08173	3	3
Breast_TNBC	prob	dna	snv96			Anogenital	0.001873	14	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: Cartilaginous neoplasm	2.092e-11	37	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: GIST	0.000141	25	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: Leiomyosarcoma	0.001981	11	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: Liposarcoma	0.001756	16	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: Osteosarcoma	0.01872	4	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: Undiff. sarcoma	0.003441	9	4
Breast_TNBC	prob	dna	snv96			Bone/Soft tissue: Other	0.0104	7	4
Breast_TNBC	prob	dna	snv96			Breast: Triple negative	0.8326	1	4
Breast_TNBC	prob	dna	snv96			Breast: Other	0.01098	6	4
Breast_TNBC	prob	dna	snv96			CNS: Glioma	2.905e-06	34	4
Breast_TNBC	prob	dna	snv96			CNS: Medulloblastoma	3.689e-09	36	4
Breast_TNBC	prob	dna	snv96			CNS: Pilocytic astrocytoma	8.332e-19	40	4
Breast_TNBC	prob	dna	snv96			Colorectum/Small intestine/Appendix	0.0002814	24	4
Breast_TNBC	prob	dna	snv96			Esophagus/Stomach	0.001948	12	4
Breast_TNBC	prob	dna	snv96			Gynecologic: Endometrium	0.0363	3	4
Breast_TNBC	prob	dna	snv96			Gynecologic: Ovary/Fallopian tube	0.0473	2	4
Breast_TNBC	prob	dna	snv96			HPB: Bile duct/Gallbladder	0.00149	17	4
Breast_TNBC	prob	dna	snv96			HPB: Liver	8.804e-06	32	4
Breast_TNBC	prob	dna	snv96			HPB: Pancreas	0.0005124	22	4
Breast_TNBC	prob	dna	snv96			Head and neck: Adenoid cystic	1.548e-05	30	4
Breast_TNBC	prob	dna	snv96			Head and neck: Salivary gland	0.01565	5	4
Breast_TNBC	prob	dna	snv96			Head and neck: Other	0.001849	15	4
Breast_TNBC	prob	dna	snv96			Kidney: Chromophobe	1.546e-05	31	4
Breast_TNBC	prob	dna	snv96			Kidney: Other	0.0007174	19	4
Breast_TNBC	prob	dna	snv96			Lung: Non-small cell: LUAD	0.002022	10	4
Breast_TNBC	prob	dna	snv96			Lung: Non-small cell: LUSC	0.0003908	23	4
Breast_TNBC	prob	dna	snv96			Lung: Small cell	0.0005924	21	4
Breast_TNBC	prob	dna	snv96			Lymphoid tissue	9.75e-08	35	4
Breast_TNBC	prob	dna	snv96			Mesothelium	5.026e-05	28	4
Breast_TNBC	prob	dna	snv96			Myeloid: Acute myeloid leukemia	3.252e-12	38	4
Breast_TNBC	prob	dna	snv96			Myeloid: Myeloproliferative neoplasm	1.11e-14	39	4
Breast_TNBC	prob	dna	snv96			NET: Colorectum/Small intestine	4.946e-05	29	4
Breast_TNBC	prob	dna	snv96			NET: Lung	0.0001212	26	4
Breast_TNBC	prob	dna	snv96			NET: Pancreas	4.957e-06	33	4
Breast_TNBC	prob	dna	snv96			Prostate	0.0006338	20	4
Breast_TNBC	prob	dna	snv96			Skin: Melanoma	0.0008886	18	4
Breast_TNBC	prob	dna	snv96			Skin: Other	0.001898	13	4
Breast_TNBC	prob	dna	snv96			Thyroid gland	6.579e-05	27	4
Breast_TNBC	prob	dna	snv96			Urothelial tract	0.005326	8	4
Breast_TNBC	prob	dna	event			Anogenital	0.01132	13	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: Cartilaginous neoplasm	6.119e-09	40	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: GIST	0.0002939	31	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: Leiomyosarcoma	0.06278	6	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: Liposarcoma	0.002064	25	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: Osteosarcoma	0.02531	10	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: Undiff. sarcoma	0.03866	8	5
Breast_TNBC	prob	dna	event			Bone/Soft tissue: Other	0.1385	2	5
Breast_TNBC	prob	dna	event			Breast: Triple negative	0.2607	1	5
Breast_TNBC	prob	dna	event			Breast: Other	0.09737	4	5
Breast_TNBC	prob	dna	event			CNS: Glioma	0.001952	26	5
Breast_TNBC	prob	dna	event			CNS: Medulloblastoma	2.561e-05	35	5
Breast_TNBC	prob	dna	event			CNS: Pilocytic astrocytoma	6.542e-06	38	5
Breast_TNBC	prob	dna	event			Colorectum/Small intestine/Appendix	0.001565	27	5
Breast_TNBC	prob	dna	event			Esophagus/Stomach	0.007599	17	5
Breast_TNBC	prob	dna	event			Gynecologic: Endometrium	0.01197	12	5
Breast_TNBC	prob	dna	event			Gynecologic: Ovary/Fallopian tube	0.1077	3	5
Breast_TNBC	prob	dna	event			HPB: Bile duct/Gallbladder	0.05035	7	5
Breast_TNBC	prob	dna	event			HPB: Liver	0.008096	15	5
Breast_TNBC	prob	dna	event			HPB: Pancreas	0.02765	9	5
Breast_TNBC	prob	dna	event			Head and neck: Adenoid cystic	7.818e-06	37	5
Breast_TNBC	prob	dna	event			Head and neck: Salivary gland	0.008372	14	5
Breast_TNBC	prob	dna	event			Head and neck: Other	0.003615	22	5
Breast_TNBC	prob	dna	event			Kidney: Chromophobe	3.717e-05	34	5
Breast_TNBC	prob	dna	event			Kidney: Other	0.00476	20	5
Breast_TNBC	prob	dna	event			Lung: Non-small cell: LUAD	0.08243	5	5
Breast_TNBC	prob	dna	event			Lung: Non-small cell: LUSC	0.007898	16	5
Breast_TNBC	prob	dna	event			Lung: Small cell	0.002633	24	5
Breast_TNBC	prob	dna	event			Lymphoid tissue	0.000132	32	5
Breast_TNBC	prob	dna	event			Mesothelium	0.004719	21	5
Breast_TNBC	prob	dna	event			Myeloid: Acute myeloid leukemia	1.317e-05	36	5
Breast_TNBC	prob	dna	event			Myeloid: Myeloproliferative neoplasm	2.874e-07	39	5
Breast_TNBC	prob	dna	event			NET: Colorectum/Small intestine	0.0007129	30	5
Breast_TNBC	prob	dna	event			NET: Lung	0.002693	23	5
Breast_TNBC	prob	dna	event			NET: Pancreas	0.001482	28	5
Breast_TNBC	prob	dna	event			Prostate	0.0001186	33	5
Breast_TNBC	prob	dna	event			Skin: Melanoma	0.01411	11	5
Breast_TNBC	prob	dna	event			Skin: Other	0.006248	18	5
Breast_TNBC	prob	dna	event			Thyroid gland	0.0008191	29	5
Breast_TNBC	prob	dna	event			Urothelial tract	0.005312	19	5
Breast_TNBC	prob	rna	gene_exp			Anogenital	0.01252	7	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: Cartilaginous neoplasm		34	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: GIST	3.653e-06	30	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: Leiomyosarcoma	8.148e-06	28	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: Liposarcoma	5.45e-07	32	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: Osteosarcoma		35	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: Undiff. sarcoma	3.491e-05	25	6
Breast_TNBC	prob	rna	gene_exp			Bone/Soft tissue: Other	7.275e-05	24	6
Breast_TNBC	prob	rna	gene_exp			Breast: Triple negative	0.5215	1	6
Breast_TNBC	prob	rna	gene_exp			Breast: Other	0.24	2	6
Breast_TNBC	prob	rna	gene_exp			CNS: Glioma	6.64e-06	29	6
Breast_TNBC	prob	rna	gene_exp			CNS: Medulloblastoma		36	6
Breast_TNBC	prob	rna	gene_exp			CNS: Pilocytic astrocytoma		37	6
Breast_TNBC	prob	rna	gene_exp			Colorectum/Small intestine/Appendix	0.0007576	17	6
Breast_TNBC	prob	rna	gene_exp			Esophagus/Stomach	0.003206	10	6
Breast_TNBC	prob	rna	gene_exp			Gynecologic: Endometrium	0.00102	14	6
Breast_TNBC	prob	rna	gene_exp			Gynecologic: Ovary/Fallopian tube	0.02409	5	6
Breast_TNBC	prob	rna	gene_exp			HPB: Bile duct/Gallbladder	0.003512	9	6
Breast_TNBC	prob	rna	gene_exp			HPB: Liver	0.001738	13	6
Breast_TNBC	prob	rna	gene_exp			HPB: Pancreas	0.0009315	15	6
Breast_TNBC	prob	rna	gene_exp			Head and neck: Adenoid cystic	0.0003272	21	6
Breast_TNBC	prob	rna	gene_exp			Head and neck: Salivary gland	0.1222	3	6
Breast_TNBC	prob	rna	gene_exp			Head and neck: Other	0.001892	11	6
Breast_TNBC	prob	rna	gene_exp			Kidney: Chromophobe		38	6
Breast_TNBC	prob	rna	gene_exp			Kidney: Other	0.0006361	18	6
Breast_TNBC	prob	rna	gene_exp			Lung: Non-small cell: LUAD	0.02372	6	6
Breast_TNBC	prob	rna	gene_exp			Lung: Non-small cell: LUSC	0.0002961	23	6
Breast_TNBC	prob	rna	gene_exp			Lung: Small cell	0.0003649	19	6
Breast_TNBC	prob	rna	gene_exp			Lymphoid tissue	9.723e-06	27	6
Breast_TNBC	prob	rna	gene_exp			Mesothelium	2.04e-06	31	6
Breast_TNBC	prob	rna	gene_exp			Myeloid: Acute myeloid leukemia		39	6
Breast_TNBC	prob	rna	gene_exp			Myeloid: Myeloproliferative neoplasm		40	6
Breast_TNBC	prob	rna	gene_exp			NET: Colorectum/Small intestine	0.000326	22	6
Breast_TNBC	prob	rna	gene_exp			NET: Lung	2.456e-07	33	6
Breast_TNBC	prob	rna	gene_exp			NET: Pancreas	0.001739	12	6
Breast_TNBC	prob	rna	gene_exp			Prostate	0.0009266	16	6
Breast_TNBC	prob	rna	gene_exp			Skin: Melanoma	2.017e-05	26	6
Breast_TNBC	prob	rna	gene_exp			Skin: Other	0.005679	8	6
Breast_TNBC	prob	rna	gene_exp			Thyroid gland	0.0003301	20	6
Breast_TNBC	prob	rna	gene_exp			Urothelial tract	0.03202	4	6
Breast_TNBC	prob	rna	alt_sj			Anogenital	0.007187	7	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: Cartilaginous neoplasm		34	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: GIST	2.684e-05	29	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: Leiomyosarcoma	8.445e-06	31	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: Liposarcoma	3.106e-05	28	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: Osteosarcoma		35	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: Undiff. sarcoma	6.707e-06	33	7
Breast_TNBC	prob	rna	alt_sj			Bone/Soft tissue: Other	6.154e-05	25	7
Breast_TNBC	prob	rna	alt_sj			Breast: Triple negative	0.6721	1	7
Breast_TNBC	prob	rna	alt_sj			Breast: Other	0.1377	2	7
Breast_TNBC	prob	rna	alt_sj			CNS: Glioma	4.214e-05	27	7
Breast_TNBC	prob	rna	alt_sj			CNS: Medulloblastoma		36	7
Breast_TNBC	prob	rna	alt_sj			CNS: Pilocytic astrocytoma		37	7
Breast_TNBC	prob	rna	alt_sj			Colorectum/Small intestine/Appendix	0.0007553	15	7
Breast_TNBC	prob	rna	alt_sj			Esophagus/Stomach	0.005016	9	7
Breast_TNBC	prob	rna	alt_sj			Gynecologic: Endometrium	0.001185	13	7
Breast_TNBC	prob	rna	alt_sj			Gynecologic: Ovary/Fallopian tube	0.02507	5	7
Breast_TNBC	prob	rna	alt_sj			HPB: Bile duct/Gallbladder	0.005441	8	7
Breast_TNBC	prob	rna	alt_sj			HPB: Liver	0.002949	10	7
Breast_TNBC	prob	rna	alt_sj			HPB: Pancreas	0.0004746	17	7
Breast_TNBC	prob	rna	alt_sj			Head and neck: Adenoid cystic	5.659e-05	26	7
Breast_TNBC	prob	rna	alt_sj			Head and neck: Salivary gland	0.07072	3	7
Breast_TNBC	prob	rna	alt_sj			Head and neck: Other	0.00151	11	7
Breast_TNBC	prob	rna	alt_sj			Kidney: Chromophobe		38	7
Breast_TNBC	prob	rna	alt_sj			Kidney: Other	0.0002505	20	7
Breast_TNBC	prob	rna	alt_sj			Lung: Non-small cell: LUAD	0.04094	4	7
Breast_TNBC	prob	rna	alt_sj			Lung: Non-small cell: LUSC	0.0007489	16	7
Breast_TNBC	prob	rna	alt_sj			Lung: Small cell	0.0008879	14	7
Breast_TNBC	prob	rna	alt_sj			Lymphoid tissue	2.251e-05	30	7
Breast_TNBC	prob	rna	alt_sj			Mesothelium	6.797e-05	24	7
Breast_TNBC	prob	rna	alt_sj			Myeloid: Acute myeloid leukemia		39	7
Breast_TNBC	prob	rna	alt_sj			Myeloid: Myeloproliferative neoplasm		40	7
Breast_TNBC	prob	rna	alt_sj			NET: Colorectum/Small intestine	0.0001996	21	7
Breast_TNBC	prob	rna	alt_sj			NET: Lung	7.205e-06	32	7
Breast_TNBC	prob	rna	alt_sj			NET: Pancreas	0.0001218	23	7
Breast_TNBC	prob	rna	alt_sj			Prostate	0.001369	12	7
Breast_TNBC	prob	rna	alt_sj			Skin: Melanoma	0.0001426	22	7
Breast_TNBC	prob	rna	alt_sj			Skin: Other	0.0003498	18	7
Breast_TNBC	prob	rna	alt_sj			Thyroid gland	0.0003214	19	7
Breast_TNBC	prob	rna	alt_sj			Urothelial tract	0.02417	6	7
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Anogenital	0.4483	37	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: Cartilaginous neoplasm	166.9	2	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: GIST	2.434	11	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: Leiomyosarcoma	1.775	13	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: Liposarcoma	2.375	12	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: Osteosarcoma	0.9781	24	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: Undiff. sarcoma	1.174	14	8
Breast_TNBC	sig_quantile			AID/APOBEC (SBS2/13)	2803.0	Bone/Soft tissue: Other	0.9792	22	8
